ID,News_Title,News_Text,Label
136,FM QURESHI DISCUSSES BILATERAL TIES WITH BRITISH OMANI COUNTERPARTS,The foreign minister expressed satisfaction on current status of bilateral ties Mr Hunt congratulated Qureshi on his appointment and conveyed his governments desire to exchange cooperation with Pakistan in all areas of mutual interest,Real
137,QURESHI SAYS INDIAN FORCES KILLING PEOPLE OF KASHMIR WITH IMPUNITY,Shah Mehmood Qureshi said that Indian forces are not only killing innocent Kashmiris but their actions go unchecked as they enjoy criminal level of impunity with Indias draconian laws The foreign minister called for setting up a commission of inquiry as recommended in UN report on Kashmir,Real
138,UK HOME SECRETARY CALLS ON FM QURESHI,FM and British Home Secretary deliberated on cooperation in areas of mutual interest,Real
139,FM QURESHI AFGHAN PRESIDENT DISCUSS BILATERAL TIES SECURITY,Mr Qureshi held one on one meeting with Afghan President Ashraf Ghani in Kabul They discussed bilateral relations as well as the issues of regional peace and security The Afghan president was also present in the talks,Real
140,POMPEO MEETING FM QURESHI SAYS NO DO MORE DEMAND MADE FROM US,US Secretary of State invited him to Washington and he will also visit Afghanistan in his first tour as countrys foreign minister Qureshi maintained that the meeting with the highlevel US delegation was held in a positive environment and helped the two countries understand each others viewpoint,Real
141,ASAD UMER MEHMOOD QURESHI FAWAD KHATTAK INCLUDED IN FEDERAL CABINET OF NAYA PAKISTAN,The PTI is set to form the government at the Centre Punjab and Khyber Pakhtunkhwa Party chief has held a reception for members of the National Assembly of the ally parties at Bani Gala,Real
142,ELECTIONS 2018 UNOFFICIAL RESULTS OF PROVINCIAL ASSEMBLY SEATS START POURING IN,Chief Election Commissioner Muhammad Raza Khan congratulated the people of Pakistan for participating in a democratic polling process Unofficial and unconfirmed results of a large number of provincial assembly seats have been received,Real
143,SHAH MEHMOOD LASHES OUT AT GOVT FOR PRESENTING BUDGET FOR ONE YEAR,Vice Chairman Shah Mehmood Qureshi lashed out at outgoing government for presenting budget 2018 for one year Adviser to Prime Minister Miftah Ismail was appointed as new federal minister for finance revenue and economic affairs in absence of former finance minister Ishaq Dar,Real
144,SUPREME COURT CLEARS EXPM ABBASI TO CONTEST ELECTION,The Supreme Court dismissed a petition seeking to restrain former premier Shahid Khaqan Abbasi from contesting the July 25 polls from NA57 Rawalpindi,Real
145,FORMER PM ABBASI APPEARS BEFORE ELECTION TRIBUNAL,Shahid Khaqan Abbasi appeared before an election tribunal on Monday for the hearing of an appeal challenging his nomination papers for NA57 Murree constituency,Real
146,PM ABBASI INAUGURATES NEW ISLAMABAD AIRPORT,New Islamabad International Airport spans over an area of 4238 acres of land First incoming flight of Pakistan International Airlines will come from Karachi First flight of the national airline will depart for Karachi at 1230 pm,Real
147,PM ABBASI INAUGURATES DEVELOPMENT PROJECTS IN NORTH WAZIRSTAN,PM Abbasi laid floral wreath at martyrs monument in Miranshah North Waziristan He offered his prayers for those who have rendered sacrifices for the restoration of peace and stability,Real
148,PRESIDENT ARIF ALVI EXPRESSES RESOLVE TO STRENGTHEN NAB,President Arif Alvi said corruption is an attack on the whole humanity He said corruption cases should be taken to logical conclusion by strengthening prosecution The United Nations had announced to observe International AntiCorruption Day,Real
149,IDEAS2018 TO HELP PROMOTE PAKISTANI DEFENCE PRODUCTS DEFENCE MINISTER,Pakistan is producing better and lowcost defence products on a local level that would also decrease the need to import weapons he said,Real
150,OUR PEACE EFFORTS SHOULD NOT BE MISTAKEN AS WEAKNESS PRESIDENT ALVI OPENS IDEAS18,President Alvi War is no option our weapons are for peaceful intent and will be used for defence never for offence He said that peace efforts of Pakistan should not be misinterpreted as its weakness,Real
151,PARLIAMENT HAS IMPORTANT ROLE TO PLAY IN SUPPORTING ECP PRESIDENT ALVI,The secretary election commission told the President that the general elections 2018 were held in free and fair manner The president appreciated the efforts of ECP to hold recent elections in the best possible manner using all their experience and human resource,Real
152,PRESIDENT ARIF ALVI ATTENDS AS TURKEYS ERDOGAN OPENS NEW ISTANBUL AIRPORT,The new airport will be the pride of our country and an example to the world Erdogan said,Real
153,PAKISTAN GREATLY VALUES ITS FRATERNAL RELATIONS WITH EGYPT AZERBAIJAN PRESIDENT ALVI,Ambassador Yakoub conveyed felicitation of President Abdel Fattah elSisi to President Dr Arif Alvi on assuming the office The president emphasized that bilateral relations between the two countries are rooted in shared faith and heritage,Real
154,I DID NOT ASK FOR IT SAYS PRESIDENT ALVI A DAY AFTER GETTING IMMUNITY IN SITIN CASE,Mr Alvi said I did not want or ask for immunity However the Hon Judge is bound by Article 248 2 which does not give him any choice as it states No criminal proceedings whatsoever shall be instituted or continued against the President or a Governor in any court during his term of office,Real
155,PRESIDENT ALVI TRAVELS WITH AROUND 30 VEHICLES IN NAYA KARACHI,The long chain of official cars following me is despite the fact that I asked all officials present at the airport not to embarrass me with a huge protocol & that 1 or 2 cars in front and 1 or 2 cars behind may satisfy their security needs Did not happen We have to try harder,Real
156,ONLY FOUR POLIO CASES REPORTED IN 2018 SO FAR,In 2014 306 polio cases had been reported 54 in 2015 20 in 2016 and 8 in 2017 In 2018 only four cases had so far been reported from two districts including three from Dukki area of Balochistan and one from Charsadda,Real
157,NAU MUNTAKHIB SADDAR ARIF ALVI QAUMI ASSEMBLY SE MUSTAAFI,President Arif Alvi resigned from National Assembly from NA247,Real
158,ARIF ALVIS FATHER WAS DENTIST OF FIRST INDIAN PM NEHRU,Arif Alvis father was dentist of first Indian Prime Minister Jawaharlal Nehru The 69yearold defeated Pakistan Peoples Party candidate Aitzaz Ahsan in a threeway contest to become the 13th president,Real
159,ARIF ALVI AND ASAD UMAR TALK OF TREAT AND RESPONSIBILITIES AFTER PRESIDENTIAL ELECTIONS,Congratulations Arif Alvi on becoming the president of Pakistanyou didnt give us that PSL final treat now make sure you give us a treat on being elected as president,Real
160,PTI WILL WIN PRESIDENTIAL ELECTIONS WITH MAJORITY ARIF ALVI,he said that he submitted his nomination papers and scrutiny will be held on 29 August,Real
161,National Education Policy Framework 2018 launched,Ministry of Federal Education and Professional Training launched National Education Policy Framework 2018 under first 100day plan of the government Education ministry in its framework identified four key areas in education sector including improving quality education enrollment of out of school children imparting skills development to youth and introducing uniform education system,Real
162,Elections 2018 PPP PMLN and PTI manifestos and the welfare of women,Pakistan peoples Party Pakistan Muslim League and Pakistan TehreekeInsaf have unveiled their manifestos Women in Pakistan are required to learn more about the skyrocketed promises made in the political parties election manifestos for their welfare and well being in their best interests,Real
163,Election 2018 Celebs to dazzle Pakistan politics,The general election 2018 is pleasantly marked with a Great Spirit of social inclusion sense of participation and the importance of an individuals insertion to ensure the rule of the people for the people and by the peopl,Real
164,Elections 2018 Lyari demands basic facilities and job prospects,Lyaris laborer wants employment clean water better health care and the education facilities Lyari has been waiting for the better employment opportunities to lead them to prosperity said a resident of Lyari,Real
165,Rs 55 trillion Federal Budget to be presented today,The government is expected to propose an increase of 10 to 15 percent in pension and salaries Subsidies would be given to power textile water for construction of small dams ramzan package and wheat to be provided to Gilgilt and Baltistan,Real
166,Education topmost priority of incumbent govt Shafqat Mehmood,Minister for Federal Education and Professional Training Shafqat Mahmood said education is the topmost priority of the incumbent government He said it is alarming to know that more than 20 million children are out of schools,Real
